V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Transaction_Amount,Time_of_Day,Class
-0.2326867871728524,-1.1313492264506166,-2.8326056943250606,0.6325707241292456,-1.714747335299076,0.0425995271806412,3.75999035745115,1.2920914981729164,2.457332376504032,-1.90436446520032,0.6127241339459594,1.226791537355566,-0.2145316911276129,0.654470631611293,1.210311389892536,-0.3509787503442733,1.7049330347156992,-0.2502628442538758,0.312964907552351,-0.3731643945925882,0.7276007503684627,4.526115830307676,2.870767952916532,-0.3855986533225755,2.564194088451278,-1.4956965221763416,-0.1032739913859385,-2.8678362928162295,24.76208009033981,11.409682972627234,0
2.4887473398918014,1.3246618899974285,-1.3593334373063608,-1.4299794105733787,1.863894770936769,-3.8918587762667447,-7.768206144228744,-2.9207003880735054,-2.819690064020982,0.2667335438614867,-4.374042798818833,-1.1691242123455008,1.228153365908993,1.4709960977661227,4.39962405407556,0.8527499972640354,-1.830153079177008,0.8367335764563405,2.383637304783901,0.1835862776057155,-0.4143936246301508,-1.4565285397126877,-1.8907971274152244,0.9407120777556393,-0.943527309117521,-0.1044070942259938,-1.3603690726585294,-0.4935278033111856,20.92556848478631,21.31733452893294,0
0.5932626170646895,-2.5943369949965156,1.584611404073667,-0.0326701025635093,-1.6102013933876207,-0.2467789858600841,2.1531183316051172,1.083692382324316,3.822027546564424,1.852997512111805,0.8144030656326969,0.8742639114581294,4.529664216653129,4.160675499845814,2.3297477931546187,-0.3758470898768499,4.622463327563581,3.650575034861169,2.0890003643804977,-1.0250274447032883,5.526912518575689,2.5450528146740403,4.020865546460339,0.2260847580737979,-1.3948335652567192,-0.7443976380387088,0.4998530251003008,-2.516457168262653,20.948537882965255,19.56849302525698,0
0.5440969732811343,-2.540666573335418,0.3176809613516138,0.0493696556878581,-1.5273447405783376,0.376523075020598,1.3289839084110675,2.0260737052305906,2.149259452328544,-0.0437004091580969,0.9016381490535657,0.316378180558152,1.9932441989676095,3.3116058281338767,0.8692576852276692,0.8801925307061916,2.604980229556792,2.776070723010836,1.526937762545503,-0.9208706115174334,4.610994377821592,1.717193268369773,2.6398576154571014,-0.4862758545045351,-0.6770438962167808,-1.2367753335341003,0.912814614152012,-1.9305852445907243,10.543879142288604,21.516692620345793,0
-9.42435062119415,-0.6107802608142101,-0.7661266487439089,-0.0982055681481247,1.4430398714445132,1.0119838688331393,6.064810537512278,1.761322829243909,1.5542812529810623,0.8035656827854954,-1.7543536972499114,-0.3139227543070607,-1.9351445915798544,5.33603973743899,-9.778164913164346,1.6807291747541822,5.381438454986724,3.85363335276405,-3.305837998710632,-1.00496780663544,2.762372439955461,4.309436938155972,8.65576079990515,2.204141034455132,-2.865629669180947,-0.081984030775315,0.8365317131442612,-1.8714486979102647,22.249942802406142,14.39869567298302,0
-0.3796931013707706,-0.9490120417794194,0.4473422599468658,0.1943201299210716,1.9587624346772028,-3.2449807582818946,-0.8665459504379768,-3.300047012728566,-0.7255643825381877,0.8501920046466734,0.6075050430694529,1.1165017469206953,6.086119980339578,0.4589369779108587,-0.5105554135062416,-1.121887257132035,4.4103257050772555,1.1745741044572509,1.1006671406766138,0.0533085732850584,0.9485935535707212,-0.8056525034547107,1.0763601356030252,2.697751123791576,-2.048002868487818,1.358832207378838,0.1705747931912489,-0.7450848659020395,19.892379170698007,14.610479653892302,0
-2.672094877324369,1.5937614440517884,-0.0392069588767957,0.7353722459674046,-2.239556092645276,-1.4145731418311158,-5.830817344864136,3.534616657578882,1.554854374969142,1.101786348026199,1.820222344725458,-1.0270068146875475,-6.4757865500201905,6.141697537772359,3.6302799159476744,1.7227692641220826,-2.159642162985004,-0.8093955549514583,3.186627887240171,-0.1649040819021908,7.438521686367481,1.0414829386582627,4.199341498461664,0.7878186464726918,0.4415567560820814,-0.4225317764288912,1.5088833280776108,-1.4647050039120997,17.97120129857466,12.42273398898858,0
0.9178267364846358,0.5032765371754996,-0.0865652277870852,-0.1366370627415159,0.4919721247993913,-3.11115461777993,-6.840245077067046,-1.4917987964224186,-2.6510056917317244,-0.4317744240923938,-1.69205532646855,-0.5593426559826004,1.6612352806984048,0.032506371518381,1.9817191288980855,0.4873368679199094,0.0857256204476731,-1.5504055024679333,3.117703797288526,0.6357460820318477,3.517700392712953,-5.914506153404842,-2.161479525464624,1.853105268618593,-2.091336803834274,-0.1717730827545515,0.5159990519858829,1.4805983414587565,28.124193307071685,7.8413950151067136,0
1.7025797693642448,-2.0756024294666267,-0.4586900239728265,0.5705931235342905,-2.873783032521599,-1.8667129934542208,2.7877720757610343,-3.82633735124693,3.4594766642659236,0.0361421591960861,0.943146112313056,0.982893686293327,8.996908948346164,-4.462365935256453,6.459828727785616,1.531819920777756,6.735064862714649,-2.024961948446358,3.307545849072859,-0.9430868910869942,8.994606583617909,-5.8970535980919,-1.7670954444644718,3.527179272073124,-1.9615595888232913,-1.4330636054732095,0.3067823829428099,2.852967206231446,14.674581756826514,21.94434332249493,0
-1.4469501661977553,-2.5977228563271293,-0.5394295110063453,-1.0127826580515022,-0.7909205123395628,0.1131254243595832,1.903836347989779,-0.4516643199888881,2.122963219695232,0.4720160430049802,0.3779080928346709,1.414558970118145,5.769258533483003,2.176538781231781,-0.7018445114645655,0.4756584475806181,6.046167852300805,3.4671808537605036,1.1213783812104297,-0.0640904973630312,8.065337416593598,-3.06586291626788,2.260216932885043,2.2651141995941333,-4.508220628658117,-0.3148326641028928,-1.459453769010935,1.2081529851455857,42.997674978682895,5.558392508966519,0
