V6,V19,V21,V24,V5,V13,V1,V17,V2,V25,V18,V15,V7,V28,V22,V23,V8,V14,V9,V27,Class
2.9480216391487297,-0.3870929199001225,-14.7838116863435,-2.5447931771334336,-0.9605579434199328,0.8785357601665218,2.625793556866758,-0.5443555180818687,3.225496641129232,4.587551093128585,-7.190627472347213,2.3740749353567665,1.2331719600248845,4.594016558765762,-1.766053840177395,-6.702911266629626,2.9814566048822284,7.4775258877966495,1.9145128297555276,-0.5134287586608614,1
-1.8967480507525374,-1.0294939941955703,-3.446391276259245,0.18479045648131165,-1.2945742728016323,2.134989555544893,2.3369876548915873,-5.944880680423353,1.645993596850598,-2.9315180155757603,9.728309269113476,-1.0180658304528116,-10.656594107786155,0.303610462180146,-0.6332483570232927,3.8626153081556565,5.453265184943127,-5.203292209963511,2.4171878646145477,-0.3522597412088652,1
5.185190981852198,2.8403002170535117,-12.802827665929245,-3.4546880461228833,-1.0836986647936586,-0.3119265536453184,4.198470387290553,2.6543393922573637,3.51567176110436,-0.5401047369233324,9.728309269113476,-3.8307979631835853,-5.68652232915411,1.1074070750522802,5.590481051029262,-3.4991159995280534,6.352903472706769,9.730487144180584,-0.6037998265412807,-2.077637632168004,1
-1.6933904261590391,2.9591811119509126,-13.333610449442736,-3.305545486405414,-2.5185777935720424,0.5682633996996327,3.443373126929672,0.5538047062035414,1.3206047015923237,3.9813623800115727,8.136193083922977,-5.5846883277053,-6.50705294895723,-0.9517524431044159,1.9573935321664848,0.8139633064695659,6.983242294041136,-8.357550170966775,-1.573383967178752,-1.5890830173005668,1
4.795125903913059,5.037492686617415,-14.7838116863435,-2.2361559768453265,1.0139512974717557,-2.3707385768901212,-3.5906458548859446,0.7946845694875133,3.643638933286702,-0.48764791141010644,8.276681281698218,-6.97024615831752,-9.868140774108758,-2.665385573139747,1.2328938378109364,7.589625625331633,0.5648063668061375,-7.202244940873904,-0.5438147616676229,0.43624759568056903,1
2.0594689911008874,3.295270602511418,-1.158302289787648,-1.9067474594014548,-2.7334155145158654,-7.514364478911579,-0.5338248119630685,-4.765045414672514,0.36727238001971096,4.705996410191612,-5.515748895590825,-0.05693879595874041,0.05638180847709129,0.6571777689031825,6.146669783098772,3.459976485645175,2.640155859851127,-5.002463693421983,-2.382813313810537,-0.31035911247488907,1
7.039152865483378,5.037492686617415,5.4985099674080455,3.3864864141661917,0.053722962709647826,1.1716461742203148,2.0207879310482566,-3.0568386381414427,2.771859199085711,-0.37131458032135867,6.9768363095613495,-3.6401933827956996,-2.9365352096196737,-2.628872994529697,8.06834138068604,6.535335365305991,-0.5823422586375697,-8.980957677989846,-2.4783663630640578,2.6578528526807474,1
2.536462018542368,3.149784824805128,-8.96694686734616,-3.226164870076354,3.6871381309834215,1.8670570123697905,-0.02689433351105086,7.4576787623538685,1.5534395125814655,4.752150945312442,-6.467762885307039,0.6667093200091188,1.9307868028421586,-1.0573488492009668,5.32570769364608,-0.6384843143314254,1.8637254731995765,10.237355207033726,-3.605988406541539,1.044255318110248,1
2.382166194104596,4.258256155240966,-14.7838116863435,-3.4546880461228833,1.5644207033548418,5.372287535410032,2.162365438168587,5.821768597580508,0.4068685265655426,5.205764771061395,2.2315641282815517,4.883695754507506,-6.225446518653444,-3.149107823718841,5.280391101541237,-2.5868488554842517,4.480161683858551,-2.40312788192389,3.0218888411932907,1.8470336117056354,1
1.801990075731011,5.037492686617415,5.687996996315558,-3.3891670329959185,4.487986287657116,7.01308297552813,-5.055705884873752,5.178921779914436,5.6659222512144565,-3.5019722538577716,1.5530000012083405,1.007172618969697,4.8939195592206,-3.55246443584724,8.06834138068604,-4.613790223745875,6.983242294041136,-2.6595321970332595,0.3795399586192924,-0.45958356467872463,1
-0.7428205805831576,-2.003180557940299,-10.853445542895772,-2.5936058440170635,0.0219115413257025,5.559421131720832,3.295769953099618,-2.5828997448881017,3.5563667465947466,0.8012260609351465,2.636124734551561,0.6136643645678537,-6.207699908669345,1.5772418866559987,3.8585335711449673,0.0759972099020021,0.4288946514329375,2.4008112887762905,0.9588988807932953,-2.0902220074274505,1
3.262621152276629,0.4886865708193957,-6.199001828550619,-1.1270583716708826,-2.0371681608773917,-8.54353687074308,4.177550989278799,-0.6704653830465526,-0.9565371818988679,4.8743416890375535,-2.537081340343385,-4.09426739209588,3.2252918183715735,-4.089891609087155,-3.169855216382636,1.8124887501726104,3.190548813829196,2.0896649157263707,-1.9499029797004992,0.1701455098829398,1
7.039152865483378,-0.7505190011831678,-6.038760151939651,-3.4546880461228833,3.152695603873316,-0.6964521951503087,4.182928708821817,3.8945779066902793,5.6659222512144565,-1.5703915975109195,-1.9321537317813418,6.95019271522345,9.328146083972142,1.5119558106377136,-0.9171261025359297,2.4847947585703944,6.983242294041136,1.9569204981117598,0.020703968689812058,1.518779999922669,1
4.211335172451575,1.5501055756840028,-12.389382217321549,-3.0282275760422617,-1.6103825104485072,10.30848985854258,1.080602498144308,3.235033321768465,0.19537284199698401,5.074697606075071,-9.931664625867135,-1.7796072567508059,0.28262804692377763,-5.411588754045758,-8.904144969198892,-5.160246219644145,2.556497798454125,2.0893337452528256,-2.2728594809873686,-1.125604675100838,1
